,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__subsample,param_classifier__reg_lambda,param_classifier__reg_alpha,param_classifier__n_estimators,param_classifier__min_child_weight,param_classifier__max_depth,param_classifier__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
298,45.40341226259867,0.8035863020736999,0.15026481946309408,0.022586578452822643,0.1,2,0.0009765625,751,8,11,0.0009765625,"{'classifier__subsample': 0.1, 'classifier__reg_lambda': 2, 'classifier__reg_alpha': 0.0009765625, 'classifier__n_estimators': 751, 'classifier__min_child_weight': 8, 'classifier__max_depth': 11, 'classifier__learning_rate': 0.0009765625}",0.9982589060687547,0.9728155598408261,0.9309266781368027,0.9673337146821278,0.02776022573548997,307
299,136.94167566299438,3.421394291201134,0.46110081672668457,0.08972484537827896,0.8,16,0.0009765625,3501,128,7,0.0009765625,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 16, 'classifier__reg_alpha': 0.0009765625, 'classifier__n_estimators': 3501, 'classifier__min_child_weight': 128, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.0009765625}",0.9947419507364885,0.9685396580668334,0.9322931011077502,0.9651915699703574,0.02560432223166648,345
300,32.74338388442993,0.5795964246935674,0.1249996821085612,0.005891619368077243,0.6,2,0.25,1251,128,4,0.015625,"{'classifier__subsample': 0.6, 'classifier__reg_lambda': 2, 'classifier__reg_alpha': 0.25, 'classifier__n_estimators': 1251, 'classifier__min_child_weight': 128, 'classifier__max_depth': 4, 'classifier__learning_rate': 0.015625}",0.9972191389944364,0.9721115449771799,0.9386440929033044,0.9693249256249735,0.02399420682449726,280
301,223.07104396820068,18.72124114431447,0.9459374745686849,0.13249380007465883,0.3,4,0.015625,4001,16,11,0.0625,"{'classifier__subsample': 0.3, 'classifier__reg_lambda': 4, 'classifier__reg_alpha': 0.015625, 'classifier__n_estimators': 4001, 'classifier__min_child_weight': 16, 'classifier__max_depth': 11, 'classifier__learning_rate': 0.0625}",0.9985480080834166,0.9737498686910837,0.9436334319634532,0.9719771029126512,0.022453799848989188,189
302,35.03969510396322,0.4318070944719924,0.1529244581858317,0.010627910768691181,0.9,0.5,0.03125,751,16,8,0.5,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.5, 'classifier__reg_alpha': 0.03125, 'classifier__n_estimators': 751, 'classifier__min_child_weight': 16, 'classifier__max_depth': 8, 'classifier__learning_rate': 0.5}",0.9987119375485133,0.9727297438936733,0.9425657013958219,0.9713357942793363,0.02294278797609293,221
303,96.41697001457214,4.900780451513078,0.288128137588501,0.018672166394952065,1.0,512,512,3001,64,12,0.001953125,"{'classifier__subsample': 1.0, 'classifier__reg_lambda': 512, 'classifier__reg_alpha': 512, 'classifier__n_estimators': 3001, 'classifier__min_child_weight': 64, 'classifier__max_depth': 12, 'classifier__learning_rate': 0.001953125}",0.993422764169186,0.9652826388973065,0.9155375280359327,0.9580809770341417,0.032201712708867694,409
304,424.84713013966876,10.238969685697192,1.8675496578216553,0.01981676048195062,0.4,0.0625,0.0078125,4501,4,14,0.0078125,"{'classifier__subsample': 0.4, 'classifier__reg_lambda': 0.0625, 'classifier__reg_alpha': 0.0078125, 'classifier__n_estimators': 4501, 'classifier__min_child_weight': 4, 'classifier__max_depth': 14, 'classifier__learning_rate': 0.0078125}",0.9992305386680047,0.97476529569185,0.9447277315089077,0.9729078552895875,0.022289407958211875,133
305,13.107548236846924,0.9466615071100201,0.07546456654866536,0.0024876730755432302,0.4,0.5,0.0625,501,64,4,0.25,"{'classifier__subsample': 0.4, 'classifier__reg_lambda': 0.5, 'classifier__reg_alpha': 0.0625, 'classifier__n_estimators': 501, 'classifier__min_child_weight': 64, 'classifier__max_depth': 4, 'classifier__learning_rate': 0.25}",0.9985217587644662,0.9744749444934265,0.9445674242288998,0.972521375828931,0.022070038161711884,160
306,97.0040655930837,0.32044217824279336,0.3507990042368571,0.034294231238221055,0.8,0.0625,0.015625,3251,64,5,0.0078125,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0.0625, 'classifier__reg_alpha': 0.015625, 'classifier__n_estimators': 3251, 'classifier__min_child_weight': 64, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.0078125}",0.9985117784428702,0.974726138443407,0.9452669881247373,0.9728349683370049,0.021778189659748988,139
307,11.71545179684957,0.24886778897102324,0.04321742057800293,0.0009402119016191985,0.7,0.5,16,1001,8,1,0.015625,"{'classifier__subsample': 0.7, 'classifier__reg_lambda': 0.5, 'classifier__reg_alpha': 16, 'classifier__n_estimators': 1001, 'classifier__min_child_weight': 8, 'classifier__max_depth': 1, 'classifier__learning_rate': 0.015625}",0.9912109156387026,0.9474584337960231,0.9063811145720271,0.9483501546689176,0.034637360964131406,438
308,60.07408634821574,0.4166115404570831,0.17997479438781738,0.0016384916574138952,0.2,64,16,2501,1,4,0.001953125,"{'classifier__subsample': 0.2, 'classifier__reg_lambda': 64, 'classifier__reg_alpha': 16, 'classifier__n_estimators': 2501, 'classifier__min_child_weight': 1, 'classifier__max_depth': 4, 'classifier__learning_rate': 0.001953125}",0.9980513261110862,0.9690474198598147,0.9285097248119798,0.9652028235942934,0.02852010131053315,344
309,55.8662916024526,0.23202158762533745,0.25980981190999347,0.05150094820420701,0.8,16,1,1751,32,5,0.0625,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 16, 'classifier__reg_alpha': 1, 'classifier__n_estimators': 1751, 'classifier__min_child_weight': 32, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.0625}",0.9989566459122481,0.975900222727073,0.9465703516940128,0.9738090734444446,0.021437671429387337,55
310,84.23752943674724,0.49757033029835157,0.27094237009684247,0.0028597137603791002,1.0,0.015625,0.001953125,3751,16,4,0.03125,"{'classifier__subsample': 1.0, 'classifier__reg_lambda': 0.015625, 'classifier__reg_alpha': 0.001953125, 'classifier__n_estimators': 3751, 'classifier__min_child_weight': 16, 'classifier__max_depth': 4, 'classifier__learning_rate': 0.03125}",0.9991824238595363,0.9753421883392766,0.9471802416006789,0.9739016179331639,0.021254225811072325,48
